grupo,categoria,tipo_producto,titulo,pais_revista,revista,ISSN,categoria_revista,SJR_Q,cites,ano,vol,fasc,pags,DOI,autores,id
URBANITAS,Artículos publicados,Publicado en revista especializada,La dimensión comunicativa de los objetos: imaginarios y sistemas simbólicos como mediadores del recuerdo en la cultura material,España,Fotocinema ,2172-0150,Sin categorÃ­a,Q2,NA,2022,25,N/A ,155 - 175,10.24310/Fotocinema.2022.vi25.14252,"CARLOS ARANGO LOPERA, MARIA CATALINA CRUZ GONZALEZ",174
URBANITAS,Artículos publicados,Publicado en revista especializada,Emotional Intelligence as a Predictor of Prosocial Behaviors in Spanish and Colombian Older Adults Based on Path Models,Suiza,Healthcare ,2227-9032,A2,Q2,3,2022,10,2 ,284 - 300,10.3390/healthcare10020284,"JUAN DIEGO BETANCUR ARIAS, CARLOS ANDRES TREJOS GIL",175
URBANITAS,Artículos publicados,Publicado en revista especializada,Panorama de riesgos por el uso de la tecnología en América Latina,Colombia,Trilogía ,2145-4426,C,Sin categorÃ­a,0,2022,14, ,1 - 40,10.22430/21457778.1833,"JOHN JAIRO YEPES LONDONO, JHOEEN SNEYDER ROJAS DIAZ",176
URBANITAS,Artículos publicados,Publicado en revista especializada,La campaña electoral a las alcaldías en Colombia (2020): el papel de las redes sociales,España,America Latina Hoy ,1130-2887,A2,Q1,NA,2021,89,N/A ,81 - 104,10.14201/alh.26392,CARLOS ANDRES TREJOS GIL,177
URBANITAS,Artículos publicados,Publicado en revista especializada,Psicoterapia online en tiempos de pandemia: Intervención cognitivo-conductual en pacientes colombianos con depresión,Venezuela,Revista de Ciencias Sociales ,1315-9518,B,Q2,3,2021,27,4 ,49 - 60,10.31876/rcs.v27i.36993,"OMAR AUGUSTO AMADOR SANCHEZ, CARLOS ANDRES TREJOS GIL, HUBER YECID CASTRO ESCOBAR, ESTELIO JOSE ANGULO",178
URBANITAS,Artículos publicados,Publicado en revista especializada,Campañas educativas y de prevención. Una revisión sobre el consumo de sustancias psicoactivas en jóvenes universitarios de Colombia,Argentina,Interdisciplinaria ,1668-7027,B,Q3,2,2021,38,N/A ,199 - 208,10.16888/interd.2021.38.2.13,"SANDRA MILENA RESTREPO ESCOBAR, EDWIN ANDRES SEPULVEDA CARDONA",179
URBANITAS,Artículos publicados,Publicado en revista especializada,The management style in funtion to empowerment fo the organization workers | Estilos gerenciales en función del empoderamiento de los colaboradores de la organización,Venezuela,Espacios ,0798-1015,Sin categorÃ­a,Sin categorÃ­a,NA,2021,42,N/A ,1 - 11,10.48082/espacios-a21v42n02p03,"CARLOS ANDRES TREJOS GIL, VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO, LUZ MERY ORTIZ SANCHEZ",180
URBANITAS,Artículos publicados,Publicado en revista especializada,Hierarchy of values of students from Higher Education Institutions | Jerarquía de valores de los estudiantes de Instituciones de Educación Superior,Venezuela,Revista Venezolana de Gerencia ,1315-9984,B,Q3,NA,2020,25,N/A ,195 - 205,10.37960/rvg.v25i4,"VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO, LUZ MERY ORTIZ SANCHEZ, CARLOS ANDRES TREJOS GIL",181
URBANITAS,Artículos publicados,Publicado en revista especializada,Valor compartido y planeación estratégica: factores de transformación empresarial en el sector minero,Venezuela,Espacios ,0798-1015,B,Q3,0,2020,41,43 ,1 - 9,,"MAURICIO ALEJANDRO BEDOYA JIMENEZ, JORMARIS MARTINEZ GOMEZ, JUAN DIEGO LOPEZ MEDINA, LUIS FERNANDO QUINTERO ARANGO",182
URBANITAS,Artículos publicados,Publicado en revista especializada,Measurement indicator to psychology online in Latin American in pandemic times - Indicador de Medición en Psicología online en América Latina en tiempos de pandemia,España,Revista Latina de Comunicacion Social ,1138-5820,A2,Q2,NA,2020,78, ,457 - 476,10.4185/RLCS-2020-1485,"CARLOS ANDRES TREJOS GIL, HUBER YECID CASTRO ESCOBAR, OMAR AUGUSTO AMADOR SANCHEZ",183
URBANITAS,Artículos publicados,Publicado en revista especializada,Ontological implications in the learning of social distancing of COVID-19 pandemic - Implicaciones ontológicas en el aprendizaje a partir del distanciamiento social impuesto por la pandemia COVID-19.,Venezuela,Utopia y Praxis Latinoamericana ,2477-9555,A2,Sin categorÃ­a,NA,2020,25,8 ,231 - 247,10.5281/zenodo.4087453,"CARLOS ANDRES TREJOS GIL, HUBER YECID CASTRO ESCOBAR",184
URBANITAS,Artículos publicados,Publicado en revista especializada,Mobile applications for management of academic processes in higher education (AMAES),Venezuela,Espacios ,0798-1015,B,Q3,NA,2020,41, ,250 - 270,,"CARLOS ANDRES TREJOS GIL, DANIEL ALFREDO LANDINEZ MARTINEZ, SHIRLENE PATRICIA VEGA ROYERO, VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO, LUZ MERY ORTIZ SANCHEZ",185
URBANITAS,Artículos publicados,Publicado en revista especializada,Pertinencia del marketing digital en las empresas de Aburrá Sur,Colombia,Revista Escuela De Administración De Negocios ,0120-8160,B,Sin categorÃ­a,NA,2020,88,N/A ,1 - 28,10.21158/01208160.n88.2020.2696,CARLOS ANDRES TREJOS GIL,186
URBANITAS,Artículos publicados,Publicado en revista especializada,The values of the students of the Business Administration of the University Catholica Luis Amigó - Medellin - Colombia - Sistema axiológico de los alumnos del Programa Contaduría Pública de la Universidad Católica Luis Amigó - Medellín - Colombia,Venezuela,Espacios ,0798-1015,B,Q3,NA,2020,41,N/A ,12 - 18,,"CARLOS ANDRES TREJOS GIL, CARMEN YSABEL MARTINEZ DE MERINO, VICTOR HUGO MERINO CORDOBA, LUZ MERY ORTIZ SANCHEZ, JOSE ANTONIO LOPEZ GIRALDO, JAIME ALBERTO BELTRAN RIOS",187
URBANITAS,Artículos publicados,Publicado en revista especializada,Cognitive Training for the Treatment of Addictions Mediated by Information and Communication Technologies (ICT),Suiza,Future Internet ,1999-5903,B,Q2,0,2020,12,2 ,1 - 19,10.3390/fi12020038,"SANDRA MILENA RESTREPO ESCOBAR, EDWIN ANDRES SEPULVEDA CARDONA",188
URBANITAS,Artículos publicados,Publicado en revista especializada,The e-Health internets,Colombia,Drugs And Addictive Behavior ,2463-1779,Sin categorÃ­a,Sin categorÃ­a,0,2018,3,2 ,161 - 165,https://doi.org/10.21501/issn.2463-1779,EDWIN ANDRES SEPULVEDA CARDONA,189
URBANITAS,Artículos publicados,Publicado en revista especializada,A Theological Approach to the Social Problems Associated with the Use of Information and Communications Technologies (ICT),Reino Unido,Global Media Journal ,1550-7521,Sin categorÃ­a,Q4,3,2018,16,31 ,1 - 9,10.13140/RG.2.2.32864.33287,JHOEEN SNEYDER ROJAS DIAZ,190
URBANITAS,Artículos publicados,Publicado en revista especializada,Experiencias sobre preservación digital para bibliotecas y archivos: dos casos de estudio en Colombia,Colombia,Revista Interamericana De Bibliotecología ,0120-0976,B,Sin categorÃ­a,NA,2018,41,N/A ,267 - 276,N/A,"ALVARO OSORIO TUBERQUIA, CARLOS SUAREZ QUICENO",191
URBANITAS,Artículos publicados,Publicado en revista especializada,Las internets de e-Salud,Colombia,Drugs And Addictive Behavior ,2463-1779,Sin categorÃ­a,Sin categorÃ­a,0,2018,3,2 ,156 - 160,https://doi.org/10.21501/issn.2463-1779,EDWIN ANDRES SEPULVEDA CARDONA,192
URBANITAS,Artículos publicados,Publicado en revista especializada,e-Salud y el estado de las Apps para adicciones: un análisis articulado de los cibermedios para ecosistemas digitales pensados a la Atención Primaria en Salud,España,Salud y Drogas ,1578-5319,C,Q3,8,2018,18,N/A ,185 - 194,http://dx.doi.org/10.21134/haaj.v18i2.366,EDWIN ANDRES SEPULVEDA CARDONA,193
URBANITAS,Artículos publicados,Publicado en revista especializada,Desigualdad rural y conflicto interno armado en Colombia: un círculo vicioso,Chile,Izquierdas ,0718-5049,A2,Q1,NA,2018,39,N/A ,209 - 228,N/A,"MONICA LUCIA GRANDA VIVEROS, JUAN DIEGO LOPEZ MEDINA, JORGE IVAN GAVIRIA MESA, RAFAEL VARGAS CANO",194
URBANITAS,Artículos publicados,Publicado en revista especializada,Perfil del guerrillero que regresaría de la ilegalidad en la selva a la legalidad,Colombia,Revista Lasallista de Investigacion ,1794-4449,C,Q4,NA,2018,15, ,113 - 120,10.22507/rli.v15n1a13,"FERNANDO AQUILES DE LA SANTISI ARANGO NAVARRO, DELIO DAVID ARANGO NAVARRO",195
URBANITAS,Artículos publicados,Publicado en revista especializada,Media Competencies for the Citizenship Training of Teachers from Andean America: Colombia and Ecuador,Brasil,Paideia ,1982-4327,B,Q3,NA,2017,27,66 ,80 - 89,http://dx.doi.org/10.1590/1982-43272766201710,"DIANA ELIZABETH RIVERA ROGEL, LIGIA INES ZULUAGA ARIA, NELIDA MARIA MONTOYA RAMIREZ, LUIS MIGUEL ROMERO RODRIGUEZ, JOSE IGNACIO AGUADED GOMEZ",196
URBANITAS,Artículos publicados,Publicado en revista especializada,"Formación de capacidades para fomentar el diálogo entre culturas, a través de las TIC",Colombia,Revista Lasallista de Investigacion ,1794-4449,A2,Q3,NA,2016,13,1 ,116 - 125,10.22507/rli.v13n1a10,GABRIEL JAIME LOTERO ECHEVERRI,197
URBANITAS,Artículos publicados,Publicado en revista especializada,Semiótica de la Marca como herramienta para innovar en PYMES de Colombia,España,Revista Internacional De Humanidades ,2253-6825,Sin categorÃ­a,Sin categorÃ­a,NA,2016,5,1 ,118 - 130,,GABRIEL JAIME LOTERO ECHEVERRI,198
URBANITAS,Artículos publicados,Publicado en revista especializada,Educación para la ciudadanía en la era de las wikis.,Colombia,Revista Poliantea ,2145-3101,Sin categorÃ­a,Sin categorÃ­a,NA,2014,10,19 ,199 - 212,10.15765/plnt.v10i19.579,GABRIEL JAIME LOTERO ECHEVERRI,199
URBANITAS,Artículos publicados,Publicado en revista especializada,Educar mientras se informa: una propuesta de resignificación de la prensa tradicional,Colombia,Signo y Pensamiento ,0120-4823,A2,Sin categorÃ­a,NA,2014,XXXIII,64 ,32 - 44,,LIGIA INES ZULUAGA ARIAS,201
URBANITAS,Artículos publicados,Publicado en revista especializada,Aprehenciones abiertas sobre el retorno de la educación a su elemento humanista,Colombia,Nodos Y Nudos ,0122-4328,B,Sin categorÃ­a,NA,2013,4,35 ,108 - 112,,PABLOANDRES HUERTAS OBREGOSO,202
URBANITAS,Artículos publicados,Publicado en revista especializada,CONVERSACIONES AL SON DE LA RADIO,Colombia,Folios ,0123-4870,A2,Sin categorÃ­a,NA,2013,29,N/A ,95 - 111,,NUBIA AMPARO MESA GRANDA,203
URBANITAS,Artículos publicados,Publicado en revista especializada,Hay que competir para poder competir,España,Revista Internacional de Deportes Colectivos ,1989-841X,Sin categorÃ­a,Sin categorÃ­a,0,2013,6,N/A ,4 - 19,,JUAN DIEGO LOPEZ MEDINA,204
URBANITAS,Artículos publicados,Publicado en revista especializada,EXPERIENCIASDE APRENDIZAJE SIGNIFICATIVAS CON JÓVENES. EL SENTIDO DE USAR LOS MEDIOS DE LA COMUNICACIÓN Y LAS NUEVAS TECNOLOGÍAS EN CONTEXTOS LOCALES,Colombia,Folios ,0123-1022,C,Sin categorÃ­a,NA,2013,29,N/A ,157 - 175,,CESAR AUGUSTO TAPIAS HERNANDEZ,205
URBANITAS,Artículos publicados,Publicado en revista especializada,"Entre ruinas, lugares y objetos residuales de la memoria. La memoria en la ciudad de Medellín",Chile,Bifurcaciones: Revista De Estudios Culturales Urbanos ,0718-1132,Sin categorÃ­a,Sin categorÃ­a,NA,2012,11, , - ,,PAOLO ANTONIO VILLALBA STORTI,206
URBANITAS,Artículos publicados,Publicado en revista especializada,Estudio fotográfico: embellecimiento urbano y usuarios regulares de Ciudad Botero,Colombia,Revista Politecnica ,1900-2351,C,Sin categorÃ­a,NA,2012,8,N/A ,125 - 139,,"FERNANDO AQUILES DE LA SANTISI ARANGO NAVARRO, KATHYA JEMIO ARNEZ",207
URBANITAS,Artículos publicados,Publicado en revista especializada,De la Razón Práctica a la Razón Responsable,Colombia,Anagramas : Rumbos Y Sentidos De La Comunicación ,1692-2522,A2,Sin categorÃ­a,NA,2011,68, ,1 - 3,,RAFAEL MAURICIO PARIS RESTREPO,208
URBANITAS,Artículos publicados,Publicado en revista especializada,Publicidad Social en Colombia,Colombia,Anagramas : Rumbos Y Sentidos De La Comunicación ,1692-2522,A2,Sin categorÃ­a,NA,2011,67, ,1 - 3,,RAFAEL MAURICIO PARIS RESTREPO,209
URBANITAS,Artículos publicados,Publicado en revista especializada,Antagonistas en el cine de Hitchcock: Objetos Pérfidos y Experiencias Desencadenantes.,Colombia,Kinetoscopio ,0121-3776,Sin categorÃ­a,Sin categorÃ­a,NA,2011,21,95 ,59 - 60,,RAFAEL MAURICIO PARIS RESTREPO,210
URBANITAS,Artículos publicados,Publicado en revista especializada,MICMACS: El Elogio de la Locura,Colombia,Kinetoscopio ,0121-3776,Sin categorÃ­a,Sin categorÃ­a,NA,2011,21,93 ,59 - 61,,RAFAEL MAURICIO PARIS RESTREPO,211
URBANITAS,Artículos publicados,Publicado en revista especializada,"El trabajo interdisciplinario: acercamiento y realidades. El caso de Educación, Ingeniería de Sistemas y Comunicación Social",Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó ,0123-9864,Sin categorÃ­a,Sin categorÃ­a,NA,2010,20,N/A ,30 - 35,,ANCIZAR VARGAS LEON,212
SISCO,Artículos publicados,Publicado en revista especializada,"Prediction of phase equilibria, density, speed of sound and viscosity of 2-alkoxyethanols mixtures: A comparison study between SAFT type EoSs and a modified PR EoS",,Fluid Phase Equilibria ,0378-3812,A1,Q2,0,2022,563, ,113570 - 113570,10.1016/j.fluid.2022.113570,"JORGE ALBERTO VELASQUEZ JIMENEZ, JUAN PABLO HERNANDEZ NARANJO, LUIS ALEJANDRO FORERO GAVIRIA, LUIS FERNANDO CARDONA PALACIO",1265
SISCO,Artículos publicados,Publicado en revista especializada,A group contribution method to model the thermal conductivity of pure substances,,Fluid Phase Equilibria ,0378-3812,A1,Q2,NA,2022,564, ,113592 - 113592,10.1016/j.fluid.2022.113592,"LUIS FERNANDO CARDONA PALACIO, JORGE ALBERTO VELASQUEZ JIMENEZ, LUIS ALEJANDRO FORERO GAVIRIA",1266
SISCO,Artículos publicados,Publicado en revista especializada,Dispersion Analysis of Silicon Carbide Nanoparticles in Polyvinyl Alcohol Polymeric Matrix by Electronic Microscopy Techniques,Estados Unidos,Microscopy and Microanalysis ,1431-9276,A1,Q3,0,2022,28,1 ,2478 - 2480,10.1017/S1431927622009485,"CESAR AUGUSTO ISAZA MERINO, YAMILE CARDONA MAYA, JUAN MANUEL MEZA MEZA, JUAN SEBASTIAN RUDAS FLOREZ",1267
SISCO,Artículos publicados,Publicado en revista especializada,Influence of caffeine and citrulline on magnetic properties when used as new fuels in the synthesis of CoFe2O4 nanoparticles by gel combustion,Países Bajos,Journal of Magnetism and Magnetic Materials ,0304-8853,A2,Q2,NA,2022,560,N/A ,169632 - 169639,10.1016/j.jmmm.2022.169632,"EDGAR ANDRES CHAVARRIAGA MIRANDA, ALEX ARBEY LOPERA SEPULVEDA, TIAGO WERMUTH, CLAUDIA PATRICIA GARCIA GARCIA, JAVIER ALARCON NAVARRO, CARLOS BERGMANN",1268
SISCO,Artículos publicados,Publicado en revista especializada,Propiedades físicas y de transporte de líquidos iónicos usando el concepto de similitud geométrica,Chile,Informacion Tecnologica ,0718-0764,A2,Sin categorÃ­a,0,2022,33,3 ,261 - 272,10.4067/S0718-07642022000300261,"LUIS FERNANDO CARDONA PALACIO, JOSE O. VALDERRAMA",1269
SISCO,Artículos publicados,Publicado en revista especializada,Effect of the Fuel in the Synthesis of NiO-YSZ by Solution Combustion Synthesis with Potential Application in Catalysis of Hydrogen,Rusia,International Journal of Self-Propagating High-Temperature Synthesis ,1061-3862,B,Q3,NA,2022,31,2 ,74 - 79,10.3103/S1061386222020042,"ALEX ARBEY LOPERA SEPULVEDA, EDGAR ANDRES CHAVARRIAGA MIRANDA, CLAUDIA PATRICIA GARCIA GARCIA",1271
SISCO,Artículos publicados,Publicado en revista especializada,MACHINE LEARNING APLICADO AL ANÁLISIS DEL RENDIMIENTO DE DESARROLLOS DE SOFTWARE,Colombia,Revista Politécnica ,2256-5353,Sin categorÃ­a,Sin categorÃ­a,0,2022,18,35 ,128 - 139,,VICTOR DANIEL GIL VERA,1272
SISCO,Artículos publicados,Publicado en revista especializada,Pressure-Surface Tension-Temperature Equation of State for n-Alkanes,,Industrial & Engineering Chemistry Research ,1520-5045,A1,Q1,0,2022,61,9 ,3457 - 3473,10.1021/acs.iecr.1c04979,"LUIS FERNANDO CARDONA PALACIO, JOSE O. VALDERRAMA, ANGEL MULERO, ISIDRO CACHADINA",1273
SISCO,Artículos publicados,Publicado en revista especializada,Predicción del rendimiento académico estudiantil con redes neuronales artificiales,Chile,Informacion Tecnologica ,0718-0764,A2,Sin categorÃ­a,0,2021,32,6 ,221 - 228,10.4067/S0718-07642021000600221,"VICTOR DANIEL GIL VERA, CATALINA QUINTERO LOPEZ",1274
SISCO,Artículos publicados,Publicado en revista especializada,"A Simple Computer Tool for Simultaneously Estimating Critical, Transport, Physicochemical, and Phase Change Properties of Ionic Liquids",,Industrial & Engineering Chemistry Research ,0888-5885,A1,Q1,4,2021,60,44 ,16143 - 16151,10.1021/acs.iecr.1c03248,"JOSE O. VALDERRAMA, LUIS FERNANDO CARDONA PALACIO, ROBERTO E ROJAS",1275
SISCO,Artículos publicados,Publicado en revista especializada,Extension of a Group Contribution Method to Predict Viscosity Based on Momentum Transport Theory Using a Modified Peng-Robinson EoS,,Industrial & Engineering Chemistry Research ,1520-5045,A1,Q1,1,2021,60, ,14903 - 14926,10.1021/acs.iecr.1c02146,"LUIS FERNANDO CARDONA PALACIO, LUIS ALEJANDRO FORERO GAVIRIA, JORGE ALBERTO VELASQUEZ JIMENEZ",1276
SISCO,Artículos publicados,Publicado en revista especializada,Modelo Integral para la Medición de la Relación Directa entre el Análisis de Puestos de Trabajo y la Productividad del Personal Administrativo: Un caso de Aplicación Real desde la Óptica de Componentes Principales,México,Congreso Internacional Investigación De Academia Journals.Com 2009 ,1946-5351,Sin categorÃ­a,Sin categorÃ­a,NA,2021,13,11 ,62 - 67,,"LINA CLEMENCIA BUSTAMANTE GUTIERREZ, PAOLA MARCELA ALZATE MONTOYA",1277
SISCO,Artículos publicados,Publicado en revista especializada,"Hasta la vista, baby. ¿ will machine learning terminate human literature reviews in entrepreneurship?",Reino Unido,Journal of Small Business Management ,1540-627X,A1,Q1,10,2021,N/A, ,1 - 31,10.1080/00472778.2021.1955125,"SEBASTIAN ROBLEDO GIRALDO, ANDRES MAURICIO GRISALES AGUIRRE",1278
SISCO,Artículos publicados,Publicado en revista especializada,Diagnosis of COVID-19 and innovative alternative methods based on optic fiber immunosensor.,Colombia,Ingeniería Y Competitividad ,0123-3033,B,Sin categorÃ­a,3,2021,23,2 ,1 - 10,10.25100/iyc.v23i2.10484,"MARIA JULIA NIETO CALLEJAS, WALTER DARIO CARDONA MAYA, CESAR AUGUSTO ISAZA MERINO, YAMILE CARDONA MAYA",1279
SISCO,Artículos publicados,Publicado en revista especializada,Superparamagnetic MnFe2O4 Ferrite by Gel Combustion Synthesis Using TRIS as a Fuel: Influence of Oxidizer to Fuel Ratio,Rusia,International Journal of Self-Propagating High-Temperature Synthesis ,1061-3862,B,Q3,NA,2021,30,2 ,73 - 80,10.3103/S1061386221020059,"EDGAR ANDRES CHAVARRIAGA MIRANDA, ALEX ARBEY LOPERA SEPULVEDA, TIAGO WERMUTH, CLAUDIA PATRICIA GARCIA GARCIA, JAVIER ALARCON NAVARRO, CARLOS BERGMANN",1280
SISCO,Artículos publicados,Publicado en revista especializada,Depresión en estudiantes universitarios derivada del Covid-19: un modelo de clasificación,Colombia,Cuaderno Hispanoamericano De Psicología ,2346-0253,C,Sin categorÃ­a,6,2021,21,1 ,1 - 15,10.18270/chps..v21i1.3712,"CATALINA QUINTERO LOPEZ, VICTOR DANIEL GIL VERA, JULIANA VALENCIA OCHOA, YENNI RIVERA MONTOYA",1281
SISCO,Artículos publicados,Publicado en revista especializada,NiFe2O4 Powders by Solution-Combustion Synthesis Using 6-Aminohexanoic Acid as a Fuel: Structural and Magnetic Properties,Rusia,International Journal of Self-Propagating High-Temperature Synthesis ,1061-3862,B,Q3,NA,2021,30,2 ,111 - 114,10.3103/S1061386221020047,"EDGAR ANDRES CHAVARRIAGA MIRANDA, ALEX ARBEY LOPERA SEPULVEDA, TIAGO WERMUTH, CARLOS BERGMANN, JAVIER ALARCON NAVARRO",1282
SISCO,Artículos publicados,Revisión (Survey),Revisión sistemática de literatura sobre generación automática de ayudas en ejercicios de programación,Colombia,Revista Activa Tecnológico De Antioquia ,2027-8101,Sin categorÃ­a,Sin categorÃ­a,0,2021,13, ,89 - 102,,VICTOR DANIEL GIL VERA,1283
SISCO,Artículos publicados,Publicado en revista especializada,Synthesis of high crystallinity biphasic calcium phosphates/gold nanoparticles composites by solution combustion method with antimicrobial response,España,Boletin De La Sociedad Espanola De Ceramica Y Vidrio ,2173-0431,A2,Q2,NA,2021,1, ,1 - 11,10.1016/j.bsecv.2021.03.007,"ALEX ARBEY LOPERA SEPULVEDA, EDGAR ANDRES CHAVARRIAGA MIRANDA, CARLOS GUILLERMO PAUCAR ALVAREZ, CLAUDIA PATRICIA GARCIA GARCIA",1284
SISCO,Artículos publicados,Publicado en revista especializada,Development and evaluation of polyvinyl alcohol films reinforced with carbon nanotubes and alumina for manufacturing hybrid metal matrix composites by the sandwich technique,Estados Unidos,AIMS Materials Science ,2372-0468,B,Q2,0,2021,8,2 ,149 - 165,10.3934/matersci.2021011,"CARLOS ANDRES SANCHEZ PALACIOS, YAMILE CARDONA MAYA, JUAN SEBASTIAN RUDAS FLOREZ, CESAR AUGUSTO ISAZA MERINO",1285
SISCO,Artículos publicados,Publicado en revista especializada,Desarrollo de un software para el entrenamiento neuropsicológicode jóvenes infractores de la ley con trastorno de la personalidadantisocial,Colombia,Ingenierías USBMed ,2027-5846,Sin categorÃ­a,Sin categorÃ­a,0,2021,12,1 ,12 - 18,10.21500/20275846.4828,"CATALINA QUINTERO LOPEZ, VICTOR DANIEL GIL VERA, ANDRES FELIPE VELEZ VASQUEZ, LUISA FERNANDA SEPULVEDA GUTIERREZ, ELIZABETH ZAPATA LOPEZ",1286
SISCO,Artículos publicados,Publicado en revista especializada,Enhancement of magnetic and dielectric properties of KNbO3-CoFe2O4 multiferroic composites via thermal treatment,Reino Unido,Ceramics International ,0272-8842,A1,Q1,NA,2021,47,4 ,4874 - 4883,10.1016/j.ceramint.2020.10.060,"TIAGO WERMUTH, EDGAR ANDRES CHAVARRIAGA MIRANDA, CARLOS BERGMANN",1287
SISCO,Artículos publicados,Publicado en revista especializada,Dark-field TEM study of the microstructural behavior in AZ31B/MWCNTs composites produced by the sandwich technique,Estados Unidos,Microscopy and Microanalysis ,1431-9276,A1,Q3,0,2021,27,1 ,734 - 736,10.1017/S143192762100297X,"CESAR AUGUSTO ISAZA MERINO, YAMILE CARDONA MAYA, JUAN SEBASTIAN RUDAS FLOREZ, JUAN MANUEL MEZA MEZA",1288
SISCO,Artículos publicados,Publicado en revista especializada,Modelo simple y generalizado para estimar la conductividad térmica de líquidos iónicos,Colombia,Revista Científica ,0124-2253,B,Sin categorÃ­a,NA,2021,42, ,276 - 289,10.14483/23448350.18052,LUIS FERNANDO CARDONA PALACIO,1289
SISCO,Artículos publicados,Publicado en revista especializada,Análisis cuantitativo del ordenamiento de alúmina anódica nanoporosa obtenida a diferentes potenciales de anodizado,Colombia,Revista De Ingeniería Universidad Distrital Francisco José De Caldas ,2344-8393,B,Sin categorÃ­a,NA,2021,26, , - ,10.14483/23448393.16164,"FELIX ECHEVERRIA ECHEVERRIA, SARA MARIA AGUILAR SIERRA",1290
SISCO,Artículos publicados,Publicado en revista especializada,Mantenimiento y reparación de vías usando un sistema robótico en la nube,Colombia,Revista Politecnica ,1900-2351,Sin categorÃ­a,Sin categorÃ­a,0,2020,16,32 ,87 - 95,10.33571/rpolitec.v16n32a8,"SEBASTIAN TORRES YEPES, JAIME ALBERTO GUZMAN LUNA, INGRID DURLEY TORRES PARDO",1291
SISCO,Artículos publicados,Publicado en revista especializada,ZnFe2-xCrxO4 Ferrites (x = 0.0-2.0) by Solution-Combustion Synthesis Using Glycine as a Fuel: Influence of Cr3+ Doping,Rusia,International Journal of Self-Propagating High-Temperature Synthesis ,1061-3862,A2,Q3,NA,2020,29,4 ,243 - 245,10.3103/S1061386220040081,"JUAN FERNANDO MONTOYA, EDGAR ANDRES CHAVARRIAGA MIRANDA, STIVEN VILLADA GIL, OSCAR JAIME RESTREPO  BAENA",1292
SISCO,Artículos publicados,Publicado en revista especializada,Structural Equation Model: an Analysis of Learning Management Systems Acceptance,Canadá,Modern Applied Science ,1913-1844,Sin categorÃ­a,Sin categorÃ­a,0,2020,14,11 ,50 - 58,10.5539/mas.v14n11p50,"VICTOR DANIEL GIL VERA, CATALINA QUINTERO LOPEZ, ISABEL CRISTINA PUERTA LOPERA",1293
SISCO,Artículos publicados,Publicado en revista especializada,Aplicaciones móviles para gestión de procesos académicos en educación superior (AMAES),Venezuela,Espacios ,0798-1015,B,Q3,1,2020,41,28 ,250 - 270,,"SHIRLENE PATRICIA VEGA ROYERO, CARLOS ANDRES TREJOS GIL, VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO, DANIEL ALFREDO LANDINEZ MARTINEZ",1294
SISCO,Artículos publicados,Publicado en revista especializada,Clustering Applied to the Education: A K-means and Hierarchical Application,Canadá,Review of European Studies ,1918-7173,Sin categorÃ­a,Sin categorÃ­a,0,2020,12,3 ,66 - 74,10.5539/res.v12n3p66,"VICTOR DANIEL GIL VERA, CATALINA QUINTERO LOPEZ, ISABEL CRISTINA PUERTA LOPERA",1295
SISCO,Artículos publicados,Publicado en revista especializada,Effect of the substitution of Co2+ by Mg2+ on the color of the CoCr2O4 ceramic pigment synthesized by solution combustion,España,Boletin De La Sociedad Espanola De Ceramica Y Vidrio ,2173-0431,A2,Q2,NA,2020,59,4 ,176 - 184,10.1016/j.bsecv.2019.11.001,"EDGAR ANDRES CHAVARRIAGA MIRANDA, ALEX ARBEY LOPERA SEPULVEDA, CARLOS BERGMANN, JAVIER ALARCON NAVARRO",1296
SISCO,Artículos publicados,Publicado en revista especializada,Relativistic effects on the energetic stability of Pb5 clusters,Estados Unidos,Theoretical Chemistry Accounts ,1432-881X,B,Q3,0,2020,139,7 ,1 - 10,10.1007/00214-020-02622,FRANKLIN FERRARO GOMEZ,1297
SISCO,Artículos publicados,Publicado en revista especializada,Desarrollo de competencias genéricas y específicas en estudiantes de ingeniería en el marco del laboratorio de física,México,Revista Mexicana de Fisica E ,1870-3542,C,Q4,NA,2020,17,2 ,104 - 114,10.31349/RevMexFisE.17.104,SHIRLENE PATRICIA VEGA ROYERO,1298
SISCO,Artículos publicados,Publicado en revista especializada,One-Step Solution-Combustion Synthesis of Ni/NiO Nanocomposites Using 6-Aminohexanoic Acid as a Fuel: Effect of Oxidizer-to-Fuel Ratio,Rusia,International Journal of Self-Propagating High-Temperature Synthesis ,1061-3862,A2,Q3,NA,2020,29, ,128 - 130,10.3103/S1061386220020041,"EDGAR ANDRES CHAVARRIAGA MIRANDA, ALEX ARBEY LOPERA SEPULVEDA, CARLOS BERGMANN, JAVIER ALARCON NAVARRO",1299
